id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
185649.0,2019-01-16,quarta-feira,15:15:00,PE,104,94,AGRESTINA,Defeito Mecânico no Veículo,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-8,513535","-35,942421",SPRF-PE,DEL02-PE,UOP01-DEL02-PE
185728.0,2019-01-17,quinta-feira,10:00:00,PE,423,"144,4",IATI,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,1,0,0,1,0,0,2,"-9,003867","-36,860493",SPRF-PE,DEL03-PE,UOP01-DEL03-PE
185791.0,2019-01-17,quinta-feira,14:10:00,PE,101,"49,5",ABREU E LIMA,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Múltipla,Reta,Sim,2,0,0,0,2,0,0,2,"-7,9068","-34,9013",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
185913.0,2019-01-18,sexta-feira,10:55:00,PE,101,57,PAULISTA,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,"-7,9717","-34,921",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
185944.0,2019-01-18,sexta-feira,14:40:00,PE,101,80,JABOATAO DOS GUARARAPES,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,2,0,0,2,"-8,1623","-34,9394",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
186214.0,2019-01-19,sábado,17:40:00,PE,232,417,SERRA TALHADA,Pista Escorregadia,Colisão lateral,Com Vítimas Feridas,Anoitecer,Decrescente,Chuva,Simples,Reta,Não,4,0,1,2,1,0,3,2,"-7,988571","-38,329723",SPRF-PE,DEL04-PE,UOP01-DEL04-PE
186475.0,2019-01-20,domingo,19:30:00,PE,101,"147,6",RIBEIRAO,Falta de Atenção à Condução,Colisão com objeto estático,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Aclive;Curva                  ,Não,3,0,1,1,0,1,2,2,"-8,475417","-35,37169",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
186556.0,2019-01-21,segunda-feira,07:30:00,PE,101,"78,5",RECIFE,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,1,0,2,0,1,3,"-8,14084","-34,946605",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
186697.0,2019-01-21,segunda-feira,20:00:00,PE,101,"185,2",PALMARES,Defeito Mecânico no Veículo,Incêndio,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,"-8,6834","-35,5796",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
186711.0,2019-01-21,segunda-feira,23:50:00,PE,232,"76,5",GRAVATA,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,1,0,0,0,1,0,2,"-8,193439","-35,543007",SPRF-PE,DEL01-PE,UOP02-DEL02PE
186769.0,2019-01-22,terça-feira,09:20:00,PE,101,"181,9",PALMARES,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,2,0,0,0,2,0,0,2,"-8,65678","-35,56526",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
186832.0,2019-01-22,terça-feira,16:10:00,PE,232,173,BELO JARDIM,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Reta,Não,2,1,0,0,1,0,0,2,"-8,34628","-36,437763",SPRF-PE,DEL02-PE,UOP03-DEL02-PE
187069.0,2019-01-24,quinta-feira,03:30:00,PE,101,68,RECIFE,Defeito Mecânico no Veículo,Colisão com objeto estático,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,"-8,0595","-34,9458",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
187214.0,2019-01-24,quinta-feira,18:40:00,PE,232,30,MORENO,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Não,2,1,0,0,1,0,0,2,"-8,110632","-35,151997",SPRF-PE,DEL01-PE,UOP02-DEL02PE
187281.0,2019-01-25,sexta-feira,06:20:00,PE,101,73,RECIFE,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Curva,Não,3,0,1,0,1,1,1,3,"-8,1027","-34,9483",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
187283.0,2019-01-25,sexta-feira,05:00:00,PE,232,228,PESQUEIRA,Defeito Mecânico no Veículo,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-8,376836","-36,722221",SPRF-PE,DEL03-PE,UOP02-DEL03-PE
187348.0,2019-01-25,sexta-feira,12:00:00,PE,232,"13,4",JABOATAO DOS GUARARAPES,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-8,088272","-35,013311",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
187521.0,2019-01-26,sábado,05:30:00,PE,101,"64,6",RECIFE,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Múltipla,Curva,Sim,2,0,2,0,0,0,2,2,"-8,0266","-34,9429",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
187530.0,2019-01-26,sábado,08:10:00,PE,316,250,BELEM DE SAO FRANCISCO,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,1,0,0,1,0,0,1,1,"-8,678411","-38,971153",SPRF-PE,DEL05-PE,UOP03-DEL05-PE
187577.0,2019-01-26,sábado,14:50:00,PE,232,"80,9",GRAVATA,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,1,0,0,0,2,0,2,"-8,193437","-35,551865",SPRF-PE,DEL01-PE,UOP02-DEL02PE
187585.0,2019-01-26,sábado,16:10:00,PE,232,"159,2",TACAIMBO,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,2,"-8,333485","-36,280579",SPRF-PE,DEL02-PE,UOP03-DEL02-PE
188043.0,2019-01-28,segunda-feira,09:30:00,PE,104,25,TAQUARITINGA DO NORTE,Pista Escorregadia,Colisão frontal,Sem Vítimas,Pleno dia,Crescente,Garoa/Chuvisco,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-7,985154","-36,099102",SPRF-PE,DEL02-PE,UOP01-DEL02-PE
188207.0,2019-01-29,terça-feira,19:00:00,PE,232,"440,5",SERRA TALHADA,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Ponte,Não,2,0,0,1,0,1,1,2,"-8,01280501","-38,56537521",SPRF-PE,DEL04-PE,UOP01-DEL04-PE
188412.0,2019-01-30,quarta-feira,22:10:00,PE,232,"473,5",MIRANDIBA,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,2,1,0,0,0,1,0,2,"-8,018755","-38,807134",SPRF-PE,DEL05-PE,UOP01-DEL05-PE
188459.0,2019-01-31,quinta-feira,09:35:00,PE,316,91,OURICURI,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-7,906827","-40,021515",SPRF-PE,DEL05-PE,UOP02-DEL05-PE
188615.0,2019-02-01,sexta-feira,06:30:00,PE,110,227,PETROLANDIA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,2,0,1,0,2,2,"-9,039303","-38,257042",SPRF-BA,DEL07-BA,UOP01-DEL07-BA
188623.0,2019-02-01,sexta-feira,10:10:00,PE,101,"58,4",PAULISTA,Defeito Mecânico no Veículo,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Sol,Dupla,Curva,Sim,1,0,0,0,1,0,0,1,"-7,978","-34,9271",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
188677.0,2019-02-01,sexta-feira,16:00:00,PE,101,17,GOIANA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,"-7,6477","-34,9504",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
188680.0,2019-02-01,sexta-feira,16:45:00,PE,232,"232,1",PESQUEIRA,Falta de Atenção à Condução,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2,1,0,0,1,0,0,2,"-8,40485639","-36,89733289",SPRF-PE,DEL03-PE,UOP02-DEL03-PE
188687.0,2019-02-01,sexta-feira,16:40:00,PE,101,125,ESCADA,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,"-8,368","-35,2269",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
189916.0,2019-02-07,quinta-feira,16:40:00,PE,101,"78,2",JABOATAO DOS GUARARAPES,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Em Obras;Reta                 ,Sim,2,0,1,0,1,0,1,2,"-8,1456","-34,9465",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
189986.0,2019-02-08,sexta-feira,05:05:00,PE,101,"25,2",IGARASSU,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Aclive;Reta                   ,Não,2,0,1,0,1,0,1,2,"-7,7087","-34,9284",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
190040.0,2019-02-08,sexta-feira,11:00:00,PE,232,515,SALGUEIRO,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Aclive;Reta                   ,Sim,2,0,1,0,1,0,1,2,"-8,0655106","-39,19048104",SPRF-PE,DEL05-PE,UOP01-DEL05-PE
190335.0,2019-02-09,sábado,18:30:00,PE,316,87,OURICURI,Falta de Atenção à Condução,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-7,89303","-40,054699",SPRF-PE,DEL05-PE,UOP02-DEL05-PE
190374.0,2019-02-09,sábado,20:50:00,PE,316,72,OURICURI,Ingestão de Álcool,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-7,817543","-40,16547",SPRF-PE,DEL05-PE,UOP02-DEL05-PE
190565.0,2019-02-10,domingo,18:30:00,PE,424,57,VENTUROSA,Falta de Atenção à Condução,Colisão com objeto estático,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,4,1,1,0,1,1,1,3,"-8,735883","-36,727863",SPRF-PE,DEL03-PE,UOP01-DEL03-PE
190631.0,2019-02-11,segunda-feira,01:40:00,PE,316,"49,1",TRINDADE,Ingestão de Álcool,Colisão transversal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,4,2,0,1,0,1,1,2,"-7,712079","-40,329517",SPRF-PE,DEL05-PE,UOP02-DEL05-PE
190743.0,2019-02-11,segunda-feira,15:35:00,PE,232,"412,9",SERRA TALHADA,Ingestão de Álcool,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,4,0,2,1,1,0,3,2,"-7,983779","-38,320877",SPRF-PE,DEL04-PE,UOP01-DEL04-PE
190793.0,2019-02-11,segunda-feira,19:30:00,PE,101,"183,7",PALMARES,Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva;Aclive                  ,Sim,2,0,1,0,0,1,1,2,"-8,6663","-35,573",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
190884.0,2019-02-12,terça-feira,11:40:00,PE,101,"7,5",GOIANA,Desobediência às normas de trânsito pelo pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,3,0,0,1,1,1,1,2,"-7,5688","-34,989",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
191162.0,2019-02-13,quarta-feira,22:30:00,PE,428,"97,1",SANTA MARIA DA BOA VISTA,Condutor Dormindo,Colisão traseira,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,1,0,0,1,0,0,2,"-8,819541","-39,927242",SPRF-PE,DEL06-PE,UOP03-DEL06-PE
191212.0,2019-02-14,quinta-feira,08:05:00,PE,101,"46,7",IGARASSU,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,"-7,88336","-34,905681",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
191218.0,2019-02-14,quinta-feira,08:00:00,PE,232,8,RECIFE,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,9,0,3,0,6,0,3,6,"-8,075855","-34,970215",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
191289.0,2019-02-14,quinta-feira,17:50:00,PE,316,18,ARARIPINA,Falta de Atenção à Condução,Colisão frontal,Sem Vítimas,Anoitecer,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,1,0,2,"-7,546102","-40,545284",SPRF-PE,DEL05-PE,UOP02-DEL05-PE
191441.0,2019-02-15,sexta-feira,13:05:00,PE,232,"8,9",RECIFE,Não guardar distância de segurança,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,2,0,1,3,"-8,075855","-34,970215",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
191996.0,2019-02-17,domingo,15:20:00,PE,232,370,FLORES,Ingestão de Álcool,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-8,04733","-37,849506",SPRF-PE,DEL04-PE,UOP01-DEL04-PE
192319.0,2019-02-19,terça-feira,09:27:00,PE,423,"70,5",JUPI,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-8,68397","-36,407703",SPRF-PE,DEL03-PE,UOP01-DEL03-PE
192323.0,2019-02-19,terça-feira,11:50:00,PE,232,"424,7",SERRA TALHADA,Avarias e/ou desgaste excessivo no pneu,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,1,"-8,001183","-38,429585",SPRF-PE,DEL04-PE,UOP01-DEL04-PE
192355.0,2019-02-19,terça-feira,11:00:00,PE,101,116,IPOJUCA,Defeito Mecânico no Veículo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Não,2,0,1,1,0,0,2,1,"-8,3515","-35,15",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
192489.0,2019-02-20,quarta-feira,05:45:00,PE,407,"23,8",AFRANIO,Não guardar distância de segurança,Tombamento,Sem Vítimas,Amanhecer,Crescente,Céu Claro,Simples,Curva,Não,1,0,0,0,1,0,0,1,"-8,509351","-41,008175",SPRF-PE,DEL06-PE,UOP02-DEL06-PE
192518.0,2019-02-20,quarta-feira,15:15:00,PE,101,67,RECIFE,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-8,044895","-34,944449",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
192593.0,2019-02-21,quinta-feira,00:20:00,PE,101,"35,7",ITAPISSUMA,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,3,0,0,2,0,1,2,2,"-7,7889","-34,9295",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
192689.0,2019-02-21,quinta-feira,12:00:00,PE,424,100,GARANHUNS,Condutor Dormindo,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,1,0,0,2,2,"-8,958925","-36,510803",SPRF-PE,DEL03-PE,UOP01-DEL03-PE
192699.0,2019-02-21,quinta-feira,13:00:00,PE,101,123,ESCADA,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,4,0,3,1,0,0,4,2,"-8,3607","-35,2105",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
192860.0,2019-02-22,sexta-feira,11:00:00,PE,101,78,RECIFE,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-8,1456","-34,9465",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
193301.0,2019-02-24,domingo,13:30:00,PE,104,"14,4",TAQUARITINGA DO NORTE,Defeito Mecânico no Veículo,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,2,0,0,1,0,0,2,"-7,90575","-36,116207",SPRF-PE,DEL02-PE,UOP01-DEL02-PE
193583.0,2019-02-25,segunda-feira,17:40:00,PE,101,66,RECIFE,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Sim,3,0,1,0,2,0,1,3,"-8,0431","-34,9433",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
193638.0,2019-02-26,terça-feira,01:30:00,PE,101,"44,8",IGARASSU,Falta de Atenção à Condução,Queda de ocupante de veículo,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,2,1,0,0,1,0,0,2,"-7,864","-34,9073",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
193718.0,2019-02-26,terça-feira,10:55:00,PE,232,"59,8",POMBOS,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Aclive,Sim,2,0,0,0,2,0,0,2,"-8,147123","-35,398911",SPRF-PE,DEL01-PE,UOP02-DEL02PE
193785.0,2019-02-26,terça-feira,18:45:00,PE,408,85,SAO LOURENCO DA MATA,Falta de Atenção à Condução,Colisão com objeto estático,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Declive;Curva                 ,Não,2,0,2,0,0,0,2,1,"-7,954069","-35,102776",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
